publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	own_anchor	all_issns	zdb_id
Journal of Parenteral and Enteral Nutrition (JPEN)	0148-6071	1941-2444	1977	1		2017	41		https://onlinelibrary.wiley.com/loi/19412444		50976		Volltext		Wiley; formerly Sage Publications	sage_premier	0148-6071;1941-2444	2170060-6
Journal of Peace Research	0022-3433	1460-3578	1964	1					http://journals.sagepub.com/home/jpr		5152		Volltext		Sage Publications	sage_premier	0022-3433;1460-3578	1490712-4
Journal of Pediatric Oncology Nursing (formerly Journal of the Association of Pediatric Oncology Nurses)	0748-1802	1532-8457	1984	1	3				http://journals.sagepub.com/home/jpo		37714		Volltext		Sage Publications ; HighWire Press ; Association of Pediatric Oncology Nurses (APON) ; formerly W.B. Saunders	sage_premier	0748-1802;1043-4542;1532-8457	2052954-5
Journal of Pharmacy Practice	0897-1900	1531-1937	1988	1					http://journals.sagepub.com/home/jpp		37716		Volltext		Sage Publications	sage_premier	0897-1900;1531-1937	2131091-9
Journal of Pharmacy Technology	8755-1225	1549-4810	1999	15					http://journals.sagepub.com/home/pmt		101780		Volltext		Sage Publications	sage_premier	8755-1225;1549-4810	2411329-3
Journal of Planning Education and Research	0739-456X	1552-6577	1981	1					http://journals.sagepub.com/home/jpe		12474		Volltext		Sage Publications	sage_premier	0739-456X;1552-6577	2052179-0
Journal of Planning History	1538-5132	1552-6585	2002	1					http://journals.sagepub.com/home/jph		33293		Volltext		Sage Publications	sage_premier	1538-5132;1552-6585	2101210-6
Journal of Planning Literature	0885-4122	1552-6593	1985	1					http://journals.sagepub.com/home/jpl		7668		Volltext		Sage Publications	sage_premier	0885-4122;1552-6593	2020445-0
Journal of Plastic Film and Sheeting	8756-0879	1530-8014	1985	1					http://journals.sagepub.com/home/jpf		31579		Volltext		Sage Publications	sage_premier	8756-0879;1530-8014	2094468-8
Journal of Positive Behavior Interventions	1098-3007	1538-4772	1999	1					http://journals.sagepub.com/home/pbi		19659		Volltext		Sage Publications ; HighWire Press ; Hammill Institute on Disabilities ; Association for Positive Behavior Support ; Pro-ed	sage_premier	1098-3007;1538-4772	2070483-5
Journal of Psychoeducational Assessment	0734-2829	1557-5144	1983	1					http://journals.sagepub.com/home/jpa		58598		Volltext		Sage Publications	sage_premier	0734-2829;1557-5144	2202407-4
Journal of Psychopharmacology	0269-8811	1461-7285	1987	1					http://journals.sagepub.com/home/jop		8877		Volltext		Sage Publications	sage_premier	0269-8811;1461-7285	2028926-1
Journal of Reinforced Plastics and Composites	0731-6844	1530-7964	1982	1					http://journals.sagepub.com/home/jrp		11527		Volltext		Sage Publications	sage_premier	0731-6844;1530-7964	2051886-9
Journal of Research in Crime and Delinquency	0022-4278	1552-731X	1964	1					http://journals.sagepub.com/home/jrc		6366		Volltext		Sage Publications	sage_premier	0022-4278;1552-731X	2011523-4
Journal of Research in International Education	1475-2409	1741-2943	2002	1					http://journals.sagepub.com/home/jri		33295		Volltext		Sage Publications	sage_premier	1475-2409;1741-2943	2101225-8
Journal of Research in Music Education	0022-4294	1945-0095	1953	1					http://journals.sagepub.com/home/jrm		109187		Volltext		Sage Publications	sage_premier	0022-4294;1945-0095	2066636-6
Journal of Research in Nursing	1744-9871	1744-988X	1996	1					http://journals.sagepub.com/home/jrn		52089		Volltext		Sage Publications	sage_premier	1744-9871;1744-988X	2173772-1
Journal of Research on Leadership Education (JRLE)		1942-7751	2006	1					http://journals.sagepub.com/home/jrl		114348		Volltext		Sage Publications ; University Council for Educational Administration 	sage_premier	1942-7751	2487507-7
Journal of Sandwich Structures and Materials	1099-6362	1530-7972	1999	1					http://journals.sagepub.com/home/jsm		33145		Volltext		Sage Publications	sage_premier	1099-6362;1530-7972	2098561-7
Journal of School Nursing, The	0048-945X	1546-8364	2000	16					http://journals.sagepub.com/home/jsn		20168		Volltext		Sage Publications ; National Association of School Nurses	sage_premier	0048-945X;1059-8405;1546-8364	2078960-9
Journal of Service Research : JSR	1094-6705	1552-7379	1998	1					http://journals.sagepub.com/home/jsr		6198		Volltext		Sage Publications	sage_premier	1094-6705;1552-7379	2020788-8
Journal of Social and Personal Relationships	0265-4075	1460-3608	1984	1					http://journals.sagepub.com/home/spr		7690		Volltext		Sage Publications	sage_premier	0265-4075;1460-3608	2023968-3
Journal of Social Archaeology	1469-6053	1741-2951	2001	1					http://journals.sagepub.com/home/jsa		11501		Volltext		Sage Publications	sage_premier	1469-6053;1741-2951	2051499-2
Journal of Social Work	1468-0173	1741-296X	2001	1					http://journals.sagepub.com/home/jsw		33296		Volltext		Sage Publications	sage_premier	1468-0173;1741-296X	2101236-2
Journal of Sociology	1440-7833	1741-2978	1965	1					http://journals.sagepub.com/home/jos		15252		Volltext		Sage Publications	sage_premier	1440-7833;1741-2978	2057684-5
Journal of South Asian Development	0973-1741	0973-1733	2006	1					http://journals.sagepub.com/home/sad		80918		Volltext		Sage Publications	sage_premier	0973-1741;0973-1733	2242049-6
Journal of Special Education, The	0022-4669	1538-4764	1966	1					http://journals.sagepub.com/home/sed		24654		Volltext		Sage Publications ; früher: Pro-ed	sage_premier	0022-4669;1538-4764	2066654-8
Journal of Sport and Social Issues	0193-7235	1552-7638	1977	1					http://journals.sagepub.com/home/jss		7504		Volltext		Sage Publications	sage_premier	0193-7235;1552-7638	2011525-8
Journal of Sports Economics	1527-0025	1552-7794	2000	1					http://journals.sagepub.com/home/jse		8890		Volltext		Sage Publications	sage_premier	1527-0025;1552-7794	2028945-5
Journal of Strategic Contracting and Negotiation (JSCAN)	2055-5636	2055-5644	2015	1					http://journals.sagepub.com/home/jsc		230738		Volltext		Sage Publications	sage_premier	2055-5636;2055-5644	2819811-6
Journal of Studies in International Education	1028-3153	1552-7808	1997	1					http://journals.sagepub.com/home/jsi		19930		Volltext		Sage Publications	sage_premier	1028-3153;1552-7808	2075289-1
Journal of Teacher Education	0022-4871	1552-7816	1950	1					http://journals.sagepub.com/home/jte		8234		Volltext		Sage Publications	sage_premier	0022-4871;1552-7816	2026251-6
Journal of the American Psychiatric Nurses Association	1078-3903	1532-5725	1995	1					http://journals.sagepub.com/home/jap		10495		Volltext		Sage Publications	sage_premier	1078-3903;1532-5725	2049067-7
Journal of the American Psychoanalytic Association (JAPA online)	0003-0651	1941-2460	1953	1					http://journals.sagepub.com/home/apa		48802		Volltext		Sage Publications	sage_premier	0003-0651;1941-2460	2168532-0
Journal of Theoretical Politics	0951-6298	1460-3667	1989	1					http://journals.sagepub.com/home/jtp		4861		Volltext		Sage Publications	sage_premier	0951-6298;0951-6928;1460-3667	1481281-2
Journal of Thermoplastic Composite Materials	0892-7057	1530-7980	1988	1					http://journals.sagepub.com/home/jtc		33273		Volltext		Sage Publications	sage_premier	0892-7057;1530-7980	2098671-3
Journal of Transcultural Nursing	1043-6596	1552-7832	1989	1					http://journals.sagepub.com/home/tcn		33300		Volltext		Sage Publications	sage_premier	1043-6596;1552-7832	2069642-5
Journal of Transformative Education	1541-3446	1552-7840	2003	1					http://journals.sagepub.com/home/jtd		48788		Volltext		Sage Publications	sage_premier	1541-3446;1552-7840	2165324-0
Journal of Travel Research (formerly: Bulletin / Western Council for Travel Research ; Travel Research Bulletin)	0047-2875	1552-6763	1968	7					http://journals.sagepub.com/home/jtr		9309		Volltext		Sage Publications	sage_premier	0047-2875;1552-6763	2036634-6
Journal of Urban History	0096-1442	1552-6771	1974	1					http://journals.sagepub.com/home/juh		6427		Volltext		Sage Publications	sage_premier	0096-1442;1552-6771	2001936-1
Journal of Vacation Marketing	1356-7667	1479-1870	1994	1					http://journals.sagepub.com/home/jvm		33108		Volltext		Sage Publications	sage_premier	1356-7667;1479-1870	2093798-2
Journal of Veterinary Diagnostic Investigation (JVDI)	1040-6387	1943-4936	1999	11					http://journals.sagepub.com/home/vdi		85885		Volltext		Sage Publications	sage_premier	1040-6387;1943-4936	2265211-5
Journal of Vibration and Control	1077-5463	1741-2986	1995	1					http://journals.sagepub.com/home/jvc		29413		Volltext		Sage Publications	sage_premier	1077-5463;1741-2986	2070247-4
Journal of Visual Culture	1470-4129	1741-2994	2002	1					http://journals.sagepub.com/home/vcu		25370		Volltext		Sage Publications	sage_premier	1470-4129;1741-2994	2084020-2
Journal of VitreoRetinal Diseases (JVRD)	2474-1264	2474-1272	2017	1					http://journals.sagepub.com/home/vrda		307720		Volltext		Sage Publications ; American Society of Retina Specialist	sage_premier	2474-1264;2474-1272	2898183-2
Journalism and Communication Monographs 	1522-6379	2161-4342	1999	1					http://journals.sagepub.com/home/jmo		172168		Volltext		Sage Publications	sage_premier	1522-6379;2161-4342	2070866-X
Journalism and Mass Communication Educator 	0022-5517	2161-4326	1967	22					http://journals.sagepub.com/home/jmc		111115		Volltext		Sage Publications	sage_premier	0022-5517;1077-6958;2161-4326	2070252-8
Journalism and Mass Communication Quarterly	0022-5533	2161-430X	1924	1					http://journals.sagepub.com/home/jmq		172120		Volltext		Sage Publications	sage_premier	0022-5533;0196-3031;0197-2448;1077-6990;2161-430X	2070253-X
Journalism: Theory Practice and Criticism	1464-8849	1741-3001	2000	1					http://journals.sagepub.com/home/jou		8892		Volltext		Sage Publications	sage_premier	1464-8849;1741-3001	2028959-5
Labor Studies Journal	0160-449X	1538-9758	1999	23	4				http://journals.sagepub.com/home/lsj		88450		Volltext		Sage Publications ; HighWire Press im Project MUSE	sage_premier	0160-449X;1538-9758	2067609-8
Language and Literature	0963-9470	1461-7293	1992	1					http://journals.sagepub.com/home/lal		5331		Volltext		Sage Publications	sage_premier	0963-9470;1461-7293	2028358-1
Language and Speech	0023-8309	1756-6053	1958	1					http://journals.sagepub.com/home/las		5611		Volltext		Sage Publications	sage_premier	0023-8309;1756-6053	2001596-3
Language Teaching Research	1362-1688	1477-0954	1997	1					http://journals.sagepub.com/home/ltr		4805		Volltext		Sage Publications	sage_premier	1362-1688;1477-0954	2017389-1
Language Testing	0265-5322	1477-0946	1984	1					http://journals.sagepub.com/home/ltj		4806		Volltext		Sage Publications	sage_premier	0265-5322;1477-0946	2023709-1
Latin American Perspectives	0094-582X	1552-678X	1974	1					http://journals.sagepub.com/home/lap		8572		Volltext		Sage Publications	sage_premier	0094-582X;1552-678X	1498667-x
Law, Culture, and the Humanities	1743-8721	1743-9752	2005	1					http://journals.sagepub.com/home/lch		53546		Volltext		Sage Publications	sage_premier	1743-8721;1743-9752	2183612-7
Leadership	1742-7150	1742-7169	2005	1					http://journals.sagepub.com/home/lea		52806		Volltext		Sage Publications	sage_premier	1742-7150;1742-7169	2177458-4
Learning Disability Quarterly 	0731-9487	2168-376X	1978	1					http://journals.sagepub.com/home/ldq		60637		Volltext		Sage Publications ; JSTOR	sage_premier	0731-9487;2168-376X	2094660-0
Lighting Research and Technology	1365-7828	1477-0938	1936	1					http://journals.sagepub.com/home/lrt		14995		Volltext		Sage Publications (früher: Hodder Arnold) ; HighWire Press	sage_premier	1365-7828;1477-0938;1477-1535	2053874-1
Local Economy	0269-0942	1470-9325	1986	1					http://journals.sagepub.com/home/lec		8305		Volltext		Sage Publications (formerly: Taylor & Francis)	sage_premier	0269-0942;1470-9325	2020646-X
Lupus	0961-2033	1477-0962	1991	1					http://journals.sagepub.com/home/lup		10154		Volltext		Sage Publications ; HighWire Press ; Hodder Arnold	sage_premier	0961-2033;1477-0962	2008035-9
Management and Labour Studies 	0258-042X	2321-0710	1999	24					http://journals.sagepub.com/home/mls		182789		Volltext		Sage Publications	sage_premier	0258-042X;2321-0710	2657684-3
Management and Organizational History (M&OH)	1744-9359	1744-9367	2006	1		2012	7		http://journals.sagepub.com/home/moh		64142		Volltext		Routledge, Taylor & Francis (formerly: Sage Publications ; HighWire Press)	sage_premier	1744-9359;1744-9367	2221871-3
Management Communication Quarterly	0893-3189	1552-6798	1987	1					http://journals.sagepub.com/home/mcq		33303		Volltext		Sage Publications	sage_premier	0893-3189;1552-6798	2068864-7
Management in Education	0892-0206	1741-9883	1987	1	3				http://journals.sagepub.com/home/mie		86897		Volltext		Sage Publications ; British Educational Leadership, Management & Admin Society	sage_premier	0892-0206;1741-9883	2094835-9
Management Learning	0047-5688	1461-7307	1970	1					http://journals.sagepub.com/home/mlq		4393		Volltext		Sage Publications	sage_premier	0047-5688;1350-5076;1461-7307	1475257-8
Management Teaching Review (MTR)	2379-2981	2379-2981	2016	1					http://journals.sagepub.com/home/mtr		242912		Volltext		Sage Publishing	sage_premier	2379-2981	2851860-3
Margin: The Journal of Applied Economic Research	0973-8010	0973-8029	2007	1					http://journals.sagepub.com/home/mar		92958		Volltext		Sage Publications	sage_premier	0973-8010;0973-8029	2381415-9
Marketing Theory	1470-5931	1741-301X	2001	1					http://journals.sagepub.com/home/mtq		19723		Volltext		Sage Publications	sage_premier	1470-5931;1741-301X	2072860-8
Mathematics and Mechanics of Solids (MMS)	1081-2865	1741-3028	1996	1					http://journals.sagepub.com/home/mms		10198		Volltext		Sage Publications	sage_premier	1081-2865;1741-3028	2046323-6
Measurement and Control (1968-)	0020-2940	2051-8730	1999	32					http://journals.sagepub.com/home/mac		197131		Volltext		Sage Publications ; Institute of Measurement and Control	sage_premier	0020-2940;2051-8730	2712343-1
Measurement and Evaluation in Counseling and Development	0748-1756	1947-6302	2009	42		2016	49		http://journals.sagepub.com/home/mec		119209		Volltext		Taylor & Francis; (formerly: Sage Publications)	sage_premier	0748-1756;1947-6302	2068637-7
Media, Culture and Society	0163-4437	1460-3675	1979	1					http://journals.sagepub.com/home/mcs		4678		Volltext		Sage Publications	sage_premier	0163-4437;1460-3675	1482824-8
Media, War and Conflict	1750-6352	1750-6360	2008	1					http://journals.sagepub.com/home/mwc		103833		Volltext		Sage Publications ; JSTOR	sage_premier	1750-6352;1750-6360	2418096-8
Medical Care Research and Review	1077-5587	1552-6801	1944	1					http://journals.sagepub.com/home/mcr		31439		Volltext		Sage Publications	sage_premier	1077-5587;1552-6801	2070248-6
Medical Decision Making (MDM)	0272-989X	0112-0006	1981	1					http://journals.sagepub.com/home/mdm		9730		Volltext		Sage Publications	sage_premier	0272-989X;0112-0006;1552-681X	2040405-0
Medical Law International	0968-5332	2047-9441	1993	1					http://journals.sagepub.com/home/mli		179927		Volltext		Sage Publications	sage_premier	0968-5332;2047-9441	2576801-3
Medieval History Journal, The	0971-9458	0971-9458	1998	1					http://journals.sagepub.com/home/mhj		60938		Volltext		Sage Publications	sage_premier	0971-9458;0973-0753	2211921-8
Memory Studies	1750-6980	1750-6999	2008	1					http://journals.sagepub.com/home/mss		100041		Volltext		Sage Publications	sage_premier	1750-6980;1750-6999	2403588-9
Men and Masculinities	1097-184X	1552-6828	1998	1					http://journals.sagepub.com/home/jmm		15256		Volltext		Sage Publications	sage_premier	1097-184X;1552-6828	2057721-7
Millennial Asia 	0976-3996	2321-7081	2010	1					http://journals.sagepub.com/home/mla		206729		Volltext		Sage Publications	sage_premier	0976-3996;2321-7081	2753935-0
Millennium : Journal of International Studies	0305-8298	1477-9021	1971	1					http://journals.sagepub.com/home/mil		19861		Volltext		Sage Publications	sage_premier	0305-8298;1477-9021	2075184-9
Missiology: An International Review	0091-8296	2051-3623	1999	27					http://journals.sagepub.com/home/mis		194515		Volltext		Sage Publications	sage_premier	0091-8296;2051-3623	2538188-X
Mobile Media and Communication	2050-1579	2050-1587	2013	1					http://journals.sagepub.com/home/mmc		191410		Volltext		Sage Publications	sage_premier	2050-1579;2050-1587	2686704-7
Modern China	0097-7004	1552-6836	1975	1					http://journals.sagepub.com/home/mcx		8896		Volltext		Sage Publications	sage_premier	0097-7004;1552-6836	2028975-3
Multiple Sclerosis Journal 	1352-4585	1477-0970	1995	1					http://journals.sagepub.com/home/msj		2995		Volltext		Sage Publications	sage_premier	1352-4585;1477-0970	2008225-3
Music Educators Journal	0027-4321	1945-0087	1914	1					http://journals.sagepub.com/home/mej		109864		Volltext		Sage Publications ; HighWire Press ; National Association for Music Education (MENC)	sage_premier	0027-4321;1559-2464;1559-2472;1945-0087	2066780-2
Musicae Scientiae	1029-8649	2045-4147	1999	3					http://journals.sagepub.com/home/msx		160302		Volltext		Sage Publications ; European Society for the Cognitive Sciences of Music	sage_premier	1029-8649;2045-4147	2609855-6
NASN School Nurse (Formerly: NASN Newsletter)	1047-4757	1546-8356	2001	16					http://journals.sagepub.com/home/nas		109638		Volltext		Sage Publications	sage_premier	1047-4757;1942-602X;1546-8356;1942-6038	2445634-2
NASSP Bulletin (formerly: Yearbook of the National Association of Secondary School Principals; Bulletin of the Department of Secondary-School Principals of the National Education Association)	0027-8653	1930-1405	1917	1					http://journals.sagepub.com/home/bul		65290		Volltext		Sage Publications ; National Assiciation of Secondary School Principals	sage_premier	0027-8653;0192-6365;1930-1405	2067752-2
National Institute Economic Review	0027-9501	1741-3036	1959	1					http://journals.sagepub.com/home/ner		10009		Volltext		Sage Publications ; JSTOR	sage_premier	0027-9501;1741-3036	2043739-0
Neurohospitalist, The	1941-8744	1941-8752	2011	1					http://journals.sagepub.com/home/nho		169255		Volltext		Sage Publications	sage_premier	1941-8744;1941-8752	2629083-2
Neurorehabilitation and Neural Repair (früher: Journal of Neurologic Rehabilitation)	0888-4390	1552-6844	1987	1					http://journals.sagepub.com/home/nnr		33235		Volltext		Sage Publications	sage_premier	0888-4390;1545-9683;1552-6844	2100545-X
Neuroscientist, The	1073-8584	1089-4098	1995	1					http://journals.sagepub.com/home/nro		8920		Volltext		Sage Publications	sage_premier	1073-8584;1089-4098	2029471-2
New Labor Forum (aktuelle Jahrgänge)	1095-7960	1557-2978	2010	19					http://journals.sagepub.com/home/nlf		38662		Volltext		Sage Publications ; The Murphy Institute for Worker Education and Labor Studies, City University of New York 	sage_premier	1095-7960;1557-2978	2126519-7
New Media and Society	1461-4448	1461-7315	1999	1					http://journals.sagepub.com/home/nms		7823		Volltext		Sage Publications	sage_premier	1461-4448;1461-7315	2016312-5
Nonprofit and Voluntary Sector Quarterly (formerly: Journal of Voluntary Action Research)	0094-0607	1552-7395	1972	1					http://journals.sagepub.com/home/nvs		8919		Volltext		Sage Publications	sage_premier	0094-0607;0899-7640;1552-7395	2029449-9
Nursing Ethics	0969-7330	1477-0989	1994	1					http://journals.sagepub.com/home/nej		6887		Volltext		Sage Publications ; HighWire Press ; Hodder Arnold	sage_premier	0969-7330;1477-0989	2031461-9
Nursing Science Quarterly	0894-3184	1552-7409	1988	1					http://journals.sagepub.com/home/nsq		7825		Volltext		Sage Publications	sage_premier	0894-3184;1552-7409	2016316-2
Nutrition and Health 	0260-1060	2047-945X	1982	1	2				http://journals.sagepub.com/home/nah		172267		Volltext		Sage Publications	sage_premier	0260-1060;2047-945X	2647106-1
Nutrition in Clinical Practice (NCP)	0884-5336	1941-2452	1986	1		2017	32		https://onlinelibrary.wiley.com/journal/19412452		50977		Volltext		Wiley ; formerly Sage Publications	sage_premier	0884-5336;1941-2452	2170063-1
Organization	1350-5084	1461-7323	1994	1					http://journals.sagepub.com/home/org		4680		Volltext		Sage Publications	sage_premier	1350-5084;1461-7323	1482825-x
Organization & Environment	1086-0266	1552-7417	1987	1					http://journals.sagepub.com/home/oae		8905		Volltext		Sage Publications ; JSTOR	sage_premier	1086-0266;1552-7417	2029595-9
Organization Studies	0170-8406	1741-3044	1980	1					http://journals.sagepub.com/home/oss		34289		Volltext		Sage Publications	sage_premier	0170-8406;1741-3044	2050342-8
Organizational Psychology Review	2041-3866	2041-3874	2011	1					http://journals.sagepub.com/home/opr		151872		Volltext		Sage Publications	sage_premier	2041-3866;2041-3874	2598399-4
Organizational Research Methods	1094-4281	1552-7425	1998	1					http://journals.sagepub.com/home/orm		8906		Volltext		Sage Publications	sage_premier	1094-4281;1552-7425	2029600-9
Otolaryngology - Head and Neck Surgery	0194-5998	1097-6817	1999	120					http://journals.sagepub.com/home/oto		5283		Volltext		Sage Publications ; formerly: Elsevier	sage_premier	0194-5998;1097-6817	2008453-5
Pacifica	1030-570X	1839-2598	1988	1		2017	30		http://journals.sagepub.com/home/paa		194516		Volltext		Sage Publications	sage_premier	1030-570X;1839-2598	2538368-1
Palliative Medicine	0269-2163	1477-030X	1987	1					http://journals.sagepub.com/home/pmj		6889		Volltext		Sage Publications	sage_premier	0269-2163;1477-030X	2027566-3
Party Politics	1354-0688	1460-3683	1995	1					http://journals.sagepub.com/home/ppq		6197		Volltext		Sage Publications	sage_premier	1354-0688;1460-3683	1492251-4
Pedagogy in Health Promotion	2373-3799	2373-3802	2015	1					http://journals.sagepub.com/home/php		230012		Volltext		Sage Publishing	sage_premier	2373-3799;2373-3802	2815146-X
Perfusion	0267-6591	1477-111X	1986	1					http://journals.sagepub.com/home/prf		6715		Volltext		Sage Publications (früher: Hodder Arnold) ; HighWire Press	sage_premier	0267-6591;1477-111X	2029611-3
Personality and Social Psychology Bulletin	0146-1672	1552-7433	1974	1					http://journals.sagepub.com/home/psp		10296		Volltext		Sage Publications	sage_premier	0146-1672;1552-7433	2047603-6
Personality and Social Psychology Review	1088-8683	1532-7957	1997	1					http://journals.sagepub.com/home/psr		86120		Volltext		Sage Publications	sage_premier	1088-8683;1532-7957	2022092-3
Perspectives in Public Health	0264-0325	1476-9042	1879	1					http://journals.sagepub.com/home/rsh		20174		Volltext		Sage Publications	sage_premier	0264-0325;1466-4240;1757-9139;1476-9042;1757-9147	2480219-0
Perspectives in Vascular Surgery and Endovascular Therapy 	0894-8046	1521-5768	1988	1		2013	25		http://journals.sagepub.com/home/pvs		65776		Volltext		Sage Publications	sage_premier	0894-8046;1531-0035;1521-5768	2072483-4
Perspectives on Psychological Science	1745-6916	1745-6924	2006	1					http://journals.sagepub.com/home/pps		65176		Volltext		Sage Publications ; Association for Psychological Science (früher: American Psychological Society)	sage_premier	1745-6916;1745-6924	2224911-4
Philosophy and Social Criticism (formerly: Cultural Hermeneutics)	0011-2860	1461-734X	1973	1					http://journals.sagepub.com/home/psc		4300		Volltext		Sage Publications	sage_premier	0011-2860;0191-4537;1461-734X	1475387-x
Philosophy of the Social Sciences	0048-3931	1552-7441	1971	1					http://journals.sagepub.com/home/pos		5386		Volltext		Sage Publications	sage_premier	0048-3931;1552-7441	1494070-x
Planning Theory	1473-0952	1471-3052	2002	1					http://journals.sagepub.com/home/plt		25373		Volltext		Sage Publications ; JSTOR	sage_premier	1473-0952;1471-3052;1741-3052	2084065-2
Police Quarterly	1098-6111	1552-745X	1998	1	2				http://journals.sagepub.com/home/pqx		33312		Volltext		Sage Publications	sage_premier	1098-6111;1552-745X	2094909-1
Policy Insights from the Behavioral and Brain Sciences (PIBBS)	2372-7322	2372-7330	2014	1					http://journals.sagepub.com/home/bbs		221832		Volltext		Sage Publications	sage_premier	2372-7322;2372-7330	2799034-5
Policy, Politics and Nursing Practice	1527-1544	1552-7468	2000	1					http://journals.sagepub.com/home/ppn		33313		Volltext		Sage Publications	sage_premier	1527-1544;1552-7468	2070898-1
Political Research Quarterly 	0043-4078	1938-274X	1948	1					http://journals.sagepub.com/home/prq		86896		Volltext		Sage Publications	sage_premier	0043-4078;1065-9129;1938-274X	2070095-7
Political Science (formerly Journal of Political Science)	0032-3187	2041-0611	1948	1		2016	68		http://journals.sagepub.com/home/pnz		129185		Volltext		Sage Publications	sage_premier	0032-3187;0112-8760;2041-0611	2508129-9
Political Theory	0090-5917	1552-7476	1973	1					http://journals.sagepub.com/home/ptx		6009		Volltext		Sage Publications	sage_premier	0090-5917;1552-7476	1500238-x
Politics and Society	0032-3292	1552-7514	1970	1					http://journals.sagepub.com/home/pas		5387		Volltext		Sage Publications	sage_premier	0032-3292;1552-7514	1494074-7
Politics, Philosophy and Economics	1470-594X	1741-3060	2002	1					http://journals.sagepub.com/home/ppe		25374		Volltext		Sage Publications	sage_premier	1470-594X;1741-3060	2084315-X
Prison Journal, The	0032-8855	1552-7522	1921	1					http://journals.sagepub.com/home/tpj		7822		Volltext		Sage Publications	sage_premier	0032-8855;1552-7522	2028491-3
Probation Journal (formerly: Probation)	0264-5505	1741-3079	1929	1					http://journals.sagepub.com/home/prb		37718		Volltext		Sage Publications	sage_premier	0264-5505;1741-3079	2120868-2
Proceedings of the Human Factors and Ergonomics Society Annual Meeting	1071-1813	1541-9312	1974	18					http://journals.sagepub.com/home/pro		102943		Volltext		Sage Publications ; Human Factors and Ergonomics Society	sage_premier	1071-1813;1541-9312;2169-5067	2415770-3
Progress in Development Studies	1464-9934	1477-027X	2001	1					http://journals.sagepub.com/home/pdj		14996		Volltext		Sage Publications ; HighWire Press ; Hodder Arnold	sage_premier	1464-9934;1477-027X	2053875-3
Progress in Human Geography	0309-1325	1477-0288	1977	1					http://journals.sagepub.com/home/phg		5345		Volltext		Sage Publications	sage_premier	0309-1325;1477-0288	1501497-6
Progress in Physical Geography	0309-1333	1477-0296	1977	1					http://journals.sagepub.com/home/ppg		5347		Volltext		Sage Publications (früher: Hodder Arnold) ; HighWire Press	sage_premier	0309-1333;1477-0296	2006623-5
Prosthetics & Orthotics International	0309-3646	1746-1553	1999	23					http://journals.sagepub.com/home/poi		60197		Volltext		Sage Publications (früher: Informa Healthcare, Taylor & Francis)	sage_premier	0309-3646;1746-1553	2205993-3
Psychological Science	0956-7976	1467-9280	1990	1					http://journals.sagepub.com/home/pss		4114		Volltext		Sage Publications ; Association for Psychological Science 	sage_premier	0956-7976;1467-9280	2022256-7
Psychological Science in the Public Interest	1529-1006	1539-6053	2000	1					http://journals.sagepub.com/home/psi		8545		Volltext		Sage Publications ; Association for Psychological Science 	sage_premier	1529-1006;1539-6053	2024925-1
Psychology and Developing Societies	0971-3336	0973-0761	1989	1					http://journals.sagepub.com/home/pds		60939		Volltext		Sage Publications	sage_premier	0971-3336;0973-0761	2211945-0
Psychology of Music	0305-7356	1741-3087	1973	1					http://journals.sagepub.com/home/pom		35965		Volltext		Sage Publications ; HighWire Press ; Society for Education, Music and Psychology Research	sage_premier	0305-7356;1741-3087	2110840-7
Psychology of Women Quarterly	0361-6843	1471-6402	1976	1					http://journals.sagepub.com/home/pwq		10321		Volltext		Sage Publications ; formerly Wiley-Blackwell	sage_premier	0361-6843;1471-6402	2047897-5
Public Finance Review (formerly: Public Finance Quarterly)	0048-5853	1552-7530	1973	1					http://journals.sagepub.com/home/pfr		5388		Volltext		Sage Publications	sage_premier	0048-5853;1091-1421;1552-7530	2070401-X
Public Personnel Management 	0091-0260	1945-7421	2000	29					http://journals.sagepub.com/home/ppm		206737		Volltext		Sage Publications	sage_premier	0091-0260;1945-7421	2067340-1
Public Policy and Administration	0952-0767	1749-4192	1986	1					http://journals.sagepub.com/home/ppa		85225		Volltext		Sage Publications	sage_premier	0952-0767;1749-4192	2262638-4
Public Relations Inquiry 	2046-147X	2046-1488	2012	1					http://journals.sagepub.com/home/pri		172188		Volltext		Sage Publications	sage_premier	2046-147X;2046-1488	2646484-6
Public Understanding of Science	0963-6625	1361-6609	1992	1					http://journals.sagepub.com/home/pus		37123		Volltext		Sage Publications	sage_premier	0963-6625;1361-6609	1421272-9
Public Works Management and Policy	1087-724X	1552-7549	1996	1					http://journals.sagepub.com/home/pwm		19099		Volltext		Sage Publications	sage_premier	1087-724X;1552-7549	2070370-3
Punishment and Society	1462-4745	1741-3095	1999	1					http://journals.sagepub.com/home/pun		5185		Volltext		Sage Publications	sage_premier	1462-4745;1741-3095	1491224-7
Qualitative Health Research	1049-7323	1552-7557	1991	1					http://journals.sagepub.com/home/qhr		405		Volltext		Sage Publications	sage_premier	1049-7323;1552-7557	2010333-5
Qualitative Inquiry	1077-8004	1552-7565	1995	1					http://journals.sagepub.com/home/qix		8979		Volltext		Sage Publications	sage_premier	1077-8004;1552-7565	2029972-2
